Book-Id,ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,categories,description,Image-URL-S,Image-URL-M,Image-URL-L
524,0886774632,By the Sword (Kerowyn's Tale),Mercedes Lackey,Daw Books,1991,Fiction,"Granddaughter of a sorceress and daughter of a noble house, Kerowyn had been forced to run the family keep since her mother's untimely death. Now all of her hopes and plans to return to training horses and hunting have been shattered by an attack on her ancestral home, the death of her father, the wounding of her brother and the kidnapping of his fiance.",http://images.amazon.com/images/P/0886774632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774632.01.LZZZZZZZ.jpg
525,0886777739,"Oathblood (Vows and Honor, Book 3)",Mercedes Lackey,Daw Books,1998,Fiction,"A collection of ten short stories and a novella which looks at the relationship of Tarma and Kethry, two ex-mercenary swordsisters who run the schools in Haven",http://images.amazon.com/images/P/0886777739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777739.01.LZZZZZZZ.jpg
526,0886774004,"Arrow's Fall (The Heralds of Valdemar, Book 3)",Mercedes Lackey,Daw Books,1996,Fiction,"Talia, Herald to the Queen of Valdemar, travels to a neighboring realm to investigate a prince's proposal to marry the Queen's heir, but discovers an evil plot to destroy Valdemar",http://images.amazon.com/images/P/0886774004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774004.01.LZZZZZZZ.jpg
527,0812521358,Hart's Hope,Orson Scott Card,Tor Books,1988,Fiction,"Palicroval the Fair spares the life of Asineth after killing her father and taking her kingdom from her, but Asineth is determined to seek revenge in spite of Palicroval's show of mercy",http://images.amazon.com/images/P/0812521358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812521358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812521358.01.LZZZZZZZ.jpg
528,0812532619,The Call of Earth,Orson Scott Card,Tor Books,1994,Fiction,"As Harmony's Oversoul grows weaker, a great warrior has arisen to challenge its bans. His name is Moozh, and he has won control of an army using forbidden technology. Now he is aiming his soldiers at the city of Basilica, that strong fortress above the Plain. Basilica remains in turmoil. Wetchik and his sons are not strong enough to stop a army. Can Rasa and her allies defeat him through intrigue, or will Moozh take the city and all who are in it?",http://images.amazon.com/images/P/0812532619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812532619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812532619.01.LZZZZZZZ.jpg
529,0812532635,The Ships of Earth : Homecoming: Volume 3 (Homecoming Saga),Orson Scott Card,Tor Science Fiction,1995,Fiction,"The City of Basilica has fallen. Now Wetchik, Nafai, and all their family must brave the desert wastes, and cross the wide continents to where Harmony's hidden spaceport lies silent, abandoned, waiting for the command to make the great interstellar ships ready for flight again. But of these sixteen people, only a few have chosen their exile. The others, Rasa's spiteful daughters and their husbands; Wetchik's oldest son, Elemak, have been forced against their will. Their anger and hatreds will make the difficult journey harder.",http://images.amazon.com/images/P/0812532635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812532635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812532635.01.LZZZZZZZ.jpg
530,0373638167,Savage Sun  (Outlanders #3) (Outlanders),James Axler,Gold Eagle,1997,Fiction,"Kane, Brigid, and Grant are sent on a trans-mat jump from the Outlands to Ireland to investigate the alien Archons, but what they find are wild hinterlands populated by holocaust survivors who have reverted back to the clan system. Original.",http://images.amazon.com/images/P/0373638167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373638167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373638167.01.LZZZZZZZ.jpg
531,0553290851,22 Indigo Place,SANDRA BROWN,Bantam,1991,Fiction,"When insurmountable debts force Laura Nolan to put 22 Indigo Place, her ancestral home, on the market, she is shocked when the most promising buyer turns out to be James Paden, the gorgeous class cut-up from her school days",http://images.amazon.com/images/P/0553290851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553290851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553290851.01.LZZZZZZZ.jpg
532,0449007383,Murder at Ford's Theatre,MARGARET TRUMAN,Fawcett,2003,Fiction,"When the body of a young theatre volunteer named Nadia Zarinski is found in a dark alley, two cops, Rick Klayman and Moses ""Mo"" Johnson, soon discover that Nadia was the intern for, and the rumored lover of, an influencial right-wing Senator, plunging them into a world of greed and corruption.",http://images.amazon.com/images/P/0449007383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449007383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449007383.01.LZZZZZZZ.jpg
533,0756400619,The Serpent's Shadow,Mercedes Lackey,Daw Books,2002,Fiction,"From the magical mysteries of India to the gaslit streets of Victorian London, Mercedes Lackey's unique departure from her Valdemar series follows a young woman doctor as she searches for the secret behind the sorcery in her blood.",http://images.amazon.com/images/P/0756400619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0756400619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0756400619.01.LZZZZZZZ.jpg
534,0451160312,I Never Promised You a Rose Garden,Joanne Greenberg,Signet Book,1984,Mental illness,"Chronicles the three-year battle of a mentally ill, but perceptive, teenage girl against a world of her own creation, emphasizing her relationship with the doctor who gave her the ammunition of self-understanding with which to destroy that world of fantasy.",http://images.amazon.com/images/P/0451160312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.LZZZZZZZ.jpg
535,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,Yearling,1998,Juvenile Fiction,"A midnight visitor escorts Meg, Calvin, and Charles across the barriers of space and time to another world.",http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg
536,1593080549,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories (Barnes &amp; Noble Classics),Robert Lewis Stevenson,Barnes &amp; Noble Books-Imports,2003,Fiction,"The Strange Case of Dr. Jekyll and Mr. Hyde, by Robert Louis Stevenson, is part of theBarnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from today''s top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader''s viewpoints and expectations Bibliographies for further reading Indices & Glossaries, when appropriate All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes & Noble Classics pulls together a constellation of influences--biographical, historical, and literary--to enrich each reader''s understanding of these enduring works. Idealistic young scientist Henry Jekyll struggles to unlock the secrets of the soul. Testing chemicals in his lab, he drinks a mixture he hopes will isolate--and eliminate--human evil. Instead it unleashes the dark forces within him, transforming him into the hideous and murderous Mr. Hyde. The Strange Case of Dr. Jekyll and Mr. Hyde dramatically brings to life a science-fiction case study of the nature of good and evil and the duality that can exist within one person. Resonant with psychological perception and ethical insight, the book has literary roots in Dostoevsky''s ""The Double"" and Crime and Punishment. Today Stevenson''s novella is recognized as an incisive study of Victorian morality and sexual repression, as well as a great thriller. This collection also includes some of the author''s grimmest short fiction: ""Lodging for the Night,"" ""The Suicide Club,"" ""Thrawn Janet,"" ""The Body Snatcher,"" and ""Markheim."" Jenny Davidson is Assistant Professor of eighteenth-century literature and culture in the Department of English and Comparative Literature at Columbia University. Her novel Heredity appeared from Soft Skull Press in 2003.",http://images.amazon.com/images/P/1593080549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593080549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593080549.01.LZZZZZZZ.jpg
537,0452282195,The Bluest Eye,Toni Morrison,Plume Books,2000,Fiction,The story of Pecola Breedlove profiles an eleven-year-old Black girl growing up in an America that values blue-eyed blondes and the tragedy that results from her longing to be accepted.,http://images.amazon.com/images/P/0452282195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg
538,044900483X,Children of God (Ballantine Readers Circle),Mary Doria Russell,Ballantine Books,1999,Fiction,A priest named Emilio Sandoz embarks on a quest to demystify God's providence that leads him to question the possibility of faith,http://images.amazon.com/images/P/044900483X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044900483X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044900483X.01.LZZZZZZZ.jpg
539,0312194390,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers : A Novel",Margaret George,St. Martin's Press,1998,Fiction,"The Autobiography of Henry VIII is the magnificent historical novel that established Margaret George's career. Evocatively written in the first person as Henry VIII's private journals, the novel was the product of fifteen years of meticulous research and five handwritten drafts. Much has been written about the mighty, egotistical Henry VIII: the man who dismantled the Church because it would not grant him the divorce he wanted; who married six women and beheaded two of them; who executed his friend Thomas More; who sacked the monasteries; who longed for a son and neglected his daughters, Mary and Elizabeth; who finally grew fat, disease-ridden, dissolute. Now, in her magnificent work of storytelling and imagination Margaret George bring us Henry VIII's story as he himself might have told it, in memoirs interspersed with irreverent comments from his jester and confident, Will Somers. Brilliantly combining history, wit, dramatic narrative, and an extraordinary grasp of the pleasures and perils of power, this monumental novel shows us Henry the man more vividly than he has ever been seen before.",http://images.amazon.com/images/P/0312194390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312194390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312194390.01.LZZZZZZZ.jpg
540,0800871863,Silence,Shusaku Endo,Parkwest Publications,1980,Fiction,"Sustained by dreams of glorious martyrdom, a seventeenth-century Purtuguese missionary in Japan administers to the outlawed Christians until Japanese authorities capture him and force him to watch the torture of his followers, promising to stop if he will renounce Christ.",http://images.amazon.com/images/P/0800871863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800871863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800871863.01.LZZZZZZZ.jpg
541,0394832205,Juniper,MONICA FURLONG,Random House Books for Young Readers,2004,Occult fiction,"While apprenticed to the witch woman Juniper, a young girl struggles to save her family from the evil machinations of her power-hungry aunt Meroot. Prequel to ""Wise Child.""",http://images.amazon.com/images/P/0394832205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394832205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394832205.01.LZZZZZZZ.jpg
542,038071082X,The Grass Crown,Colleen McCullough,Avon,1992,Fiction,The lives of ancient Rome's men--general Gaius Marius and his rival Lucius Cornelius Sulla--unfold amid Republican Rome's struggle in a world of treachery and barbarism,http://images.amazon.com/images/P/038071082X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038071082X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038071082X.01.LZZZZZZZ.jpg
543,0590876120,The Littles and Their Amazing New Friend (Littles),John Peterson,Scholastic,1999,Juvenile Fiction,"On a hill above the Big Valley, the Littles make a discovery that changes their world--tiny people are living in the forest up there!",http://images.amazon.com/images/P/0590876120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590876120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590876120.01.LZZZZZZZ.jpg
544,0345435257,"Angel Fire East (The Word and the Void Trilogy, Book 3)",Terry Brooks,Del Rey Books,2000,Fiction,"John Ross continues his battle with the demonic forces of the Void as Hopewell, Illinois, once again becomes the scene of an epic showdown, while Ross races against time to protect a rare gypsy morph from the legions of darkness. Reissue.",http://images.amazon.com/images/P/0345435257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435257.01.LZZZZZZZ.jpg
545,0783502508,Soups (Williams-Sonoma Kitchen Library),Norman Kolpas,Time-Life Books,1993,Cooking,"Offers a variety of recipes for both hot and cold soups featuring vegetables, fruit, poultry, meat, or seafood, and includes tips on kitchen equipment, making basic stocks, and adding flavorful garnishes",http://images.amazon.com/images/P/0783502508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0783502508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0783502508.01.LZZZZZZZ.jpg
546,0316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar,"Little, Brown",2002,Young Adult Fiction,"The wickedly funny first book in the #1 New York Times bestselling series that inspired the original hit CW show and the new series coming to HBO Max's Spring 2020 launch season (alongside hit series such as Pretty Little Liars and Friends). Welcome to New York City's Upper East Side, where my friends and I live, go to school, play, and sleep--sometimes with each other. S is back from boarding school, and if we aren't careful, she's going to win over our teachers, wear that dress we couldn't fit into, steal our boyfriends' hearts, and basically ruin our lives in a major way. I'll be watching closely... You know you love me. gossip girl",http://images.amazon.com/images/P/0316910333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.LZZZZZZZ.jpg
547,0385492243,An Invisible Sign of My Own,Aimee Bender,Anchor Books/Doubleday,2001,Fiction,"Mona Gray, a young second grade teacher who orders her universe with tidy numbers, finds chaos and romance with an odd new math teacher. A first novel. Reprint. 30,000 first printing.",http://images.amazon.com/images/P/0385492243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492243.01.LZZZZZZZ.jpg
548,0373250215,Burning The Map,Laura Caldwell,Red Dress Ink,2002,Fiction,"Twenty-six-year-old Casey Evers, who has her life perfectly mapped out, joins her two best friends on an illuminating trip to Rome and Greece, where she unexpectedly embarks on a journey of self-discovery that causes her to question her life and her long-term relationship with her boyfriend John. Original.",http://images.amazon.com/images/P/0373250215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.LZZZZZZZ.jpg
549,0449005577,Catching Alice,Clare Naylor,Ballantine Books,2000,Fiction,"Discouraged by the simultaneous loss of her job, apartment, and boyfriend, twentysomething Alice Lewis accepts the offer of her American girlfriend, Tash, to move to Los Angeles to take a job in a glamorous PR firm, but she soon discovers that she is being pursued by a mystery man, who has crossed the Atlantic to woo her. Reissue.",http://images.amazon.com/images/P/0449005577.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449005577.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449005577.01.LZZZZZZZ.jpg
550,0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,Anchor Books/Doubleday,2002,Fiction,Recounts what happens when the citizens of an island must rely on all their ingenuity to communicate in an increasingly limited language when the goverment progressively bans letters from the alphabet.,http://images.amazon.com/images/P/0385722435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.LZZZZZZZ.jpg
551,0671025708,The Last Dance,Ed McBain,Pocket,2000,Fiction,"In this city, you can get anything done for a price. If you want someone's eyeglasses smashed, it'll cost you a subway token. You want his fingernails pulled out? His legs broken? You want him hurt so bad he's an invalid his whole life? You want him...killed? Let me talk to someone. It can be done. The hanging death of a nondescript old man in a shabby little apartment in a meager section of the 87th Precinct is nothing much in this city, especially to detectives Carella and Meyer. But everyone has a story, and this old man's story stood to make some people a lot of money. His story takes Carella, Meyer, Brown, and Weeks on a search through Isola's seedy strip clubs and to the bright lights of the theater district. There they discover an upcoming musical with ties to a mysterious drug -- and a killer who stays until the last dance.",http://images.amazon.com/images/P/0671025708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671025708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671025708.01.LZZZZZZZ.jpg
552,0446607207,Tell Me Your Dreams,Sidney Sheldon,Warner Vision,1999,Fiction,Computer whiz Ashley Patterson is convinced she is being stalked. Coworker Toni Prescott has a penchant for Internet dating and little time for anyone else. And Alette Peters prefers quiet weekends in the arms of a beefcake artist. They know virtually nothing about each other--until the three women are linked by a murder investigation that will lead to one of the most bizarre trials of the century.,http://images.amazon.com/images/P/0446607207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.LZZZZZZZ.jpg
553,0679723692,Cathedral (Vintage Contemporaries (Paperback)),Raymond Carver,Vintage Books USA,1989,Fiction,"Twelve stories deal with loneliness, loss, the tragic banality of everyday life, and redemption.",http://images.amazon.com/images/P/0679723692.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723692.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723692.01.LZZZZZZZ.jpg
554,0156907399,To the Lighthouse,Virginia Woolf,Harvest Books,1989,Fiction,An English family's complex lives are followed and picked up again after a ten year hiatus in order to explore the effects of time,http://images.amazon.com/images/P/0156907399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156907399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156907399.01.LZZZZZZZ.jpg
555,0679723056,What We Talk About When We Talk About Love: Stories (Vintage Contemporaries),Raymond Carver,Vintage Books USA,1989,Fiction,"Stories feature men and women without education, insight, or prospects, who, ironically, are too unimaginative to ever give up",http://images.amazon.com/images/P/0679723056.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723056.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723056.01.LZZZZZZZ.jpg
556,0393956539,Scarlet Letter: An Authoritative Text Essays in Criticism and Scholarship (Norton Critical Editions),Nathaniel Hawthorne,W. W. Norton &amp; Company,1988,Adultery,Critical essays accompany the story of Puritan life and the workings of the conscience on the human heart,http://images.amazon.com/images/P/0393956539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393956539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393956539.01.LZZZZZZZ.jpg
557,0452282098,City of God: A Novel,E. L. Doctorow,Penguin Books,2001,Fiction,The theft and mysterious reappearance of a cross from a Manhattan church precipitates a hunt for the culprits that will soon uncover a strange prophecy about a rebirth of the United States. Reprint.,http://images.amazon.com/images/P/0452282098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282098.01.LZZZZZZZ.jpg
558,0553295411,"Fire Sea : The Death Gate Cycle, Volume 3 (Death Gate Cycle (Paperback))",MARGARET WEIS,Bantam,1992,Fiction,"Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",http://images.amazon.com/images/P/0553295411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295411.01.LZZZZZZZ.jpg
559,0575048360,Eric,Terry Pratchett,V. Gollancz,1990,Fantasy fiction,Eric calls up a demon to grant him three wishes - but what he gets is the Discworld's most incompetent wizard ...,http://images.amazon.com/images/P/0575048360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0575048360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0575048360.01.LZZZZZZZ.jpg
560,0821746219,Bright Star's Promise,Karen A. Bale,Zebra Books,1994,Fiction,"In the sequel to Love's Bright Star, beautiful Sandrine Renard is forced by tragedy to leave her beloved husband, Wade, a separation that becomes even more terrible after an accident leaves Wade without any memory of their love. Original.",http://images.amazon.com/images/P/0821746219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821746219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821746219.01.LZZZZZZZ.jpg
561,155166531X,Tiger Prince,Sandra Brown,Mira,1999,Fiction,"Tiger Prince by Sandra Brown released on Sep 24, 1999 is available now for purchase.",http://images.amazon.com/images/P/155166531X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155166531X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155166531X.01.LZZZZZZZ.jpg
562,0553567683,Adam's Fall,Sandra Brown,Bantam Books,1994,Fiction,"Lilah Mason, a compassionate, dedicated physical therapist is determined to help Adam, her toughest patient, even though he continually challenges her methods and authority, but in helping Adam win his battle, she is gradually losing her heart. Reprint.",http://images.amazon.com/images/P/0553567683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553567683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553567683.01.LZZZZZZZ.jpg
563,055329783X,A Whole New Light,SANDRA BROWN,Bantam,1992,Fiction,"When her late husband's business partner, Worth Lansing-- never anything more than a friend--asks her to spend a weekend with him in Acapulco, Cyn McCall must choose between a life spent in mourning and a new beginning. Reprint.",http://images.amazon.com/images/P/055329783X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055329783X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055329783X.01.LZZZZZZZ.jpg
564,0345446100,"Edge of Victory II: Rebirth (Star Wars: The New Jedi Order, Book 8)",Greg Keyes,Del Rey Books,2001,Fiction,"As the Yuuzhan Vong search the universe for Jedi to destroy, Han Solo and Leia Organa Solo attempt to reinforce the Jedi resistance, while Anakin and Tahiri jump into hyperspace to evade pursuing New Republic forces who believe them to be murderers.",http://images.amazon.com/images/P/0345446100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345446100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345446100.01.LZZZZZZZ.jpg
565,0020199856,LOVE OF THE LAST TYCOON,F. Scott Fitzgerald,Scribner,1995,Fiction,Depicts the inner-workings of the Hollywood movie industry and its impact on the fabric of American life.,http://images.amazon.com/images/P/0020199856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020199856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020199856.01.LZZZZZZZ.jpg
566,0804001480,House of Incest,Anais Nin,Swallow Press,1958,Fiction,"A prose poem celebrating femininity, exploring the frustrated ambitions of the writer, and describing incest.",http://images.amazon.com/images/P/0804001480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804001480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804001480.01.LZZZZZZZ.jpg
567,0452281431,Beauty's Punishment (Sleeping Beauty),A.N. Roquelaure,Plume Books,1984,Fiction,Beauty is sold into erotic slavery and forced to obey the orders of the Captain and Mistress Lockley,http://images.amazon.com/images/P/0452281431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281431.01.LZZZZZZZ.jpg
568,0451170113,Night Shift,Stephen King,Signet Book,1994,Fiction,"Twenty stories of horror and nightmarish fantasy transform everyday situations into experiences of compelling terror in the worlds of the living, the dying, and the nonliving",http://images.amazon.com/images/P/0451170113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170113.01.LZZZZZZZ.jpg
569,0142002003,Youth,J. M. Coetzee,Penguin Books,2003,Fiction,"Hoping to escape his South African home, dysfunctional family, and what he believes to be an impending revolution, a young man becomes disappointed with his monotonous new life in London and begins a dark pilgrimage set against the events of the 1960s. Reprint.",http://images.amazon.com/images/P/0142002003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142002003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142002003.01.LZZZZZZZ.jpg
570,0684867427,Jukebox Queen Of Malta: A Novel,Nicholas Rinaldi,Simon &amp; Schuster,2000,Fiction,"The Jukebox Queen of Malta is an exquisite and enchanting novel of love and war set on an island perilously balanced between what is real and what is not. It's 1942 and Rocco Raven, an intrepid auto mechanic turned corporal from Brooklyn, has arrived in Malta, a Mediterranean island of Neolithic caves, Copper Age temples, and fortresses. The island is under siege, full of smoke and rubble, caught in the magnesium glare of German and Italian bombs. But nothing is as it seems on Malta. Rocco's living quarters are a brothel; his commanding officer has a genius for turning the war's misfortunes into personal profit; and the Maltese people, astonishingly, testify to the resiliency of the human spirit. When Rocco meets the beautiful and ethereal Melita, who delivers the jukeboxes her cousin builds out of shattered debris, they are drawn to each other by an immediate passion. And, it is their full-blown affair that at once liberates and imprisons Rocco on the island. In this mesmerizing novel, music and bombs, war and romance, the jukebox and the gun exist in arresting counterpoint in a story that is a profound and deeply moving exploration of the redemptive powers of love.",http://images.amazon.com/images/P/0684867427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684867427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684867427.01.LZZZZZZZ.jpg
571,0679723161,Lolita (Vintage International),VLADIMIR NABOKOV,Vintage,1989,Fiction,A novel that studies the moral disintegration of a man whose obsessive desire to possess his step-daughter destroys the lives of those around him,http://images.amazon.com/images/P/0679723161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723161.01.LZZZZZZZ.jpg
572,0684850273,The FALL OF A SPARROW: A NOVEL,Robert Hellenga,Scribner,1999,Fiction,"Tells the story of a midwestern professor who, his career ruined by an affair with a student, travels to Bologna to attend a trial of terrorists who had killed his eldest daughter",http://images.amazon.com/images/P/0684850273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684850273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684850273.01.LZZZZZZZ.jpg
573,0679720227,The Fall (Vintage International),ALBERT CAMUS,Vintage,1991,Fiction,A man's confessions reveal his perception of justice and his own downfall,http://images.amazon.com/images/P/0679720227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679720227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679720227.01.LZZZZZZZ.jpg
574,0553562835,Sam Walton: Made in America : My Story,Sam Walton,Bantam Books,1993,Biography & Autobiography,"In an account of his rise to the top of the American retail business, the reminiscences of the billionaire retailer are combined with interviews with Walton's family and friends",http://images.amazon.com/images/P/0553562835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562835.01.LZZZZZZZ.jpg
575,0156189216,The Collected Stories of Eudora Welty,Eudora Welty,Harvest Books,1982,Literary Collections,"All forty-one stories published by the distinguished writer are brought together, displaying her insights into the American South and including her most famous work, ""Death of a Traveling Salesman""",http://images.amazon.com/images/P/0156189216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156189216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156189216.01.LZZZZZZZ.jpg
576,0743466527,Fall on Your Knees (Oprah's Book Club),Ann-Marie MacDonald,Pocket,2002,Fiction,"Spanning five generations and moving from Cape Breton Island in Nova Scotia, to the bleak landscape of World War I, and to the emerging jazz scene in New York City, this epic tale tells the story of four sisters.",http://images.amazon.com/images/P/0743466527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743466527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743466527.01.LZZZZZZZ.jpg
577,0590213113,P.S. Longer Letter Later,Paula Danziger,Scholastic,1999,Friendship,Twelve-year-old best friends Elizabeth and Tara-Starr continue their friendship through letter-writing after Tara-Starr's family moves to another state.,http://images.amazon.com/images/P/0590213113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590213113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590213113.01.LZZZZZZZ.jpg
