Book-Id,ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,categories,description,Image-URL-S,Image-URL-M,Image-URL-L,tokenized_description
522,0886777208,Sword of Ice: And Other Tales of Valdemar (Daw Book Collectors),Mercedes Lackey,Daw Books,1999,Fiction,mickey zucker reichert tanya huff michelle sagara others present seventeen original tales set popular fantasy universe valdemar home heralds mysterious horse like companions original,http://images.amazon.com/images/P/0886777208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777208.01.LZZZZZZZ.jpg,"['mickey', 'zucker', 'reichert', 'tanya', 'huff', 'michelle', 'sagara', 'others', 'present', 'seventeen', 'original', 'tales', 'set', 'popular', 'fantasy', 'universe', 'valdemar', 'home', 'heralds', 'mysterious', 'horse', 'like', 'companions', 'original']"
523,0886776619,"Storm Warning (The Mage Storms, Book 1)",Mercedes Lackey,Daw Books,1995,Fiction,worried growing magical power eastern empire years shrouded mystery queen selenay valdemar struggles bring alliance enemy karse order defeat evil schemes ancar hardorn reprint,http://images.amazon.com/images/P/0886776619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886776619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886776619.01.LZZZZZZZ.jpg,"['worried', 'growing', 'magical', 'power', 'eastern', 'empire', 'years', 'shrouded', 'mystery', 'queen', 'selenay', 'valdemar', 'struggles', 'bring', 'alliance', 'enemy', 'karse', 'order', 'defeat', 'evil', 'schemes', 'ancar', 'hardorn', 'reprint']"
524,0886774632,By the Sword (Kerowyn's Tale),Mercedes Lackey,Daw Books,1991,Fiction,granddaughter sorceress daughter noble house kerowyn forced run family keep since mother untimely death hopes plans return training horses hunting shattered attack ancestral home death father wounding brother kidnapping fiance,http://images.amazon.com/images/P/0886774632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774632.01.LZZZZZZZ.jpg,"['granddaughter', 'sorceress', 'daughter', 'noble', 'house', 'kerowyn', 'forced', 'run', 'family', 'keep', 'since', 'mother', 'untimely', 'death', 'hopes', 'plans', 'return', 'training', 'horses', 'hunting', 'shattered', 'attack', 'ancestral', 'home', 'death', 'father', 'wounding', 'brother', 'kidnapping', 'fiance']"
525,0886777739,"Oathblood (Vows and Honor, Book 3)",Mercedes Lackey,Daw Books,1998,Fiction,collection ten short stories novella looks relationship tarma kethry two ex mercenary swordsisters run schools,http://images.amazon.com/images/P/0886777739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777739.01.LZZZZZZZ.jpg,"['collection', 'ten', 'short', 'stories', 'novella', 'looks', 'relationship', 'tarma', 'kethry', 'two', 'ex', 'mercenary', 'swordsisters', 'run', 'schools']"
526,0886774004,"Arrow's Fall (The Heralds of Valdemar, Book 3)",Mercedes Lackey,Daw Books,1996,Fiction,talia herald queen valdemar travels neighboring realm investigate prince proposal marry queen heir discovers evil plot destroy valdemar,http://images.amazon.com/images/P/0886774004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774004.01.LZZZZZZZ.jpg,"['talia', 'herald', 'queen', 'valdemar', 'travels', 'neighboring', 'realm', 'investigate', 'prince', 'proposal', 'marry', 'queen', 'heir', 'discovers', 'evil', 'plot', 'destroy', 'valdemar']"
527,0812521358,Hart's Hope,Orson Scott Card,Tor Books,1988,Fiction,palicroval fair spares life asineth killing father taking kingdom asineth determined seek revenge spite palicroval show mercy,http://images.amazon.com/images/P/0812521358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812521358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812521358.01.LZZZZZZZ.jpg,"['palicroval', 'fair', 'spares', 'life', 'asineth', 'killing', 'father', 'taking', 'kingdom', 'asineth', 'determined', 'seek', 'revenge', 'spite', 'palicroval', 'show', 'mercy']"
528,0812532619,The Call of Earth,Orson Scott Card,Tor Books,1994,Fiction,harmony oversoul grows weaker great warrior arisen challenge bans name moozh control army using forbidden technology aiming soldiers city basilica strong fortress plain basilica remains turmoil wetchik sons strong enough stop army rasa allies defeat intrigue moozh take city,http://images.amazon.com/images/P/0812532619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812532619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812532619.01.LZZZZZZZ.jpg,"['harmony', 'oversoul', 'grows', 'weaker', 'great', 'warrior', 'arisen', 'challenge', 'bans', 'name', 'moozh', 'control', 'army', 'using', 'forbidden', 'technology', 'aiming', 'soldiers', 'city', 'basilica', 'strong', 'fortress', 'plain', 'basilica', 'remains', 'turmoil', 'wetchik', 'sons', 'strong', 'enough', 'stop', 'army', 'rasa', 'allies', 'defeat', 'intrigue', 'moozh', 'take', 'city']"
529,0812532635,The Ships of Earth : Homecoming: Volume 3 (Homecoming Saga),Orson Scott Card,Tor Science Fiction,1995,Fiction,city basilica fallen wetchik nafai family must brave desert wastes cross wide continents harmony hidden spaceport lies silent abandoned waiting command make great interstellar ships ready flight sixteen people chosen exile others rasa spiteful daughters husbands wetchik oldest son elemak forced anger hatreds make difficult journey harder,http://images.amazon.com/images/P/0812532635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812532635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812532635.01.LZZZZZZZ.jpg,"['city', 'basilica', 'fallen', 'wetchik', 'nafai', 'family', 'must', 'brave', 'desert', 'wastes', 'cross', 'wide', 'continents', 'harmony', 'hidden', 'spaceport', 'lies', 'silent', 'abandoned', 'waiting', 'command', 'make', 'great', 'interstellar', 'ships', 'ready', 'flight', 'sixteen', 'people', 'chosen', 'exile', 'others', 'rasa', 'spiteful', 'daughters', 'husbands', 'wetchik', 'oldest', 'son', 'elemak', 'forced', 'anger', 'hatreds', 'make', 'difficult', 'journey', 'harder']"
530,0373638167,Savage Sun  (Outlanders #3) (Outlanders),James Axler,Gold Eagle,1997,Fiction,kane brigid grant sent trans mat jump outlands ireland investigate alien archons find wild hinterlands populated holocaust survivors reverted back clan system original,http://images.amazon.com/images/P/0373638167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373638167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373638167.01.LZZZZZZZ.jpg,"['kane', 'brigid', 'grant', 'sent', 'trans', 'mat', 'jump', 'outlands', 'ireland', 'investigate', 'alien', 'archons', 'find', 'wild', 'hinterlands', 'populated', 'holocaust', 'survivors', 'reverted', 'back', 'clan', 'system', 'original']"
531,0553290851,22 Indigo Place,SANDRA BROWN,Bantam,1991,Fiction,insurmountable debts force laura nolan put indigo place ancestral home market shocked promising buyer turns james paden gorgeous class cut school days,http://images.amazon.com/images/P/0553290851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553290851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553290851.01.LZZZZZZZ.jpg,"['insurmountable', 'debts', 'force', 'laura', 'nolan', 'put', 'indigo', 'place', 'ancestral', 'home', 'market', 'shocked', 'promising', 'buyer', 'turns', 'james', 'paden', 'gorgeous', 'class', 'cut', 'school', 'days']"
532,0449007383,Murder at Ford's Theatre,MARGARET TRUMAN,Fawcett,2003,Fiction,body young theatre volunteer named nadia zarinski found dark alley two cops rick klayman moses mo johnson soon discover nadia intern rumored lover influencial right wing senator plunging world greed corruption,http://images.amazon.com/images/P/0449007383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449007383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449007383.01.LZZZZZZZ.jpg,"['body', 'young', 'theatre', 'volunteer', 'named', 'nadia', 'zarinski', 'found', 'dark', 'alley', 'two', 'cops', 'rick', 'klayman', 'moses', 'mo', 'johnson', 'soon', 'discover', 'nadia', 'intern', 'rumored', 'lover', 'influencial', 'right', 'wing', 'senator', 'plunging', 'world', 'greed', 'corruption']"
533,0756400619,The Serpent's Shadow,Mercedes Lackey,Daw Books,2002,Fiction,magical mysteries india gaslit streets victorian london mercedes lackey unique departure valdemar series follows young woman doctor searches secret behind sorcery blood,http://images.amazon.com/images/P/0756400619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0756400619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0756400619.01.LZZZZZZZ.jpg,"['magical', 'mysteries', 'india', 'gaslit', 'streets', 'victorian', 'london', 'mercedes', 'lackey', 'unique', 'departure', 'valdemar', 'series', 'follows', 'young', 'woman', 'doctor', 'searches', 'secret', 'behind', 'sorcery', 'blood']"
534,0451160312,I Never Promised You a Rose Garden,Joanne Greenberg,Signet Book,1984,Mental illness,chronicles three year battle mentally ill perceptive teenage girl world creation emphasizing relationship doctor gave ammunition self understanding destroy world fantasy,http://images.amazon.com/images/P/0451160312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.LZZZZZZZ.jpg,"['chronicles', 'three', 'year', 'battle', 'mentally', 'ill', 'perceptive', 'teenage', 'girl', 'world', 'creation', 'emphasizing', 'relationship', 'doctor', 'gave', 'ammunition', 'self', 'understanding', 'destroy', 'world', 'fantasy']"
535,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,Yearling,1998,Juvenile Fiction,midnight visitor escorts meg calvin charles across barriers space time another world,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg,"['midnight', 'visitor', 'escorts', 'meg', 'calvin', 'charles', 'across', 'barriers', 'space', 'time', 'another', 'world']"
536,1593080549,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories (Barnes &amp; Noble Classics),Robert Lewis Stevenson,Barnes &amp; Noble Books-Imports,2003,Fiction,strange case dr jekyll mr hyde robert louis stevenson part thebarnes noble classics series offers quality editions affordable prices student general reader including new scholarship thoughtful design pages carefully crafted extras remarkable features barnes noble classics new introductions commissioned today top writers scholars biographies authors chronologies contemporary historical biographical cultural events footnotes endnotes selective discussions imitations parodies poems books plays paintings operas statuary films inspired work comments famous authors study questions challenge reader viewpoints expectations bibliographies reading indices glossaries appropriate editions beautifully designed printed superior specifications include illustrations historical interest barnes noble classics pulls together constellation influences biographical historical literary enrich reader understanding enduring works idealistic young scientist henry jekyll struggles unlock secrets soul testing chemicals lab drinks mixture hopes isolate eliminate human evil instead unleashes dark forces within transforming hideous murderous mr hyde strange case dr jekyll mr hyde dramatically brings life science fiction case study nature good evil duality exist within one person resonant psychological perception ethical insight book literary roots dostoevsky double crime punishment today stevenson novella recognized incisive study victorian morality sexual repression well great thriller collection also includes author grimmest short fiction lodging night suicide club thrawn janet body snatcher markheim jenny davidson assistant professor eighteenth century literature culture department english comparative literature columbia university novel heredity appeared soft skull press,http://images.amazon.com/images/P/1593080549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593080549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593080549.01.LZZZZZZZ.jpg,"['strange', 'case', 'dr', 'jekyll', 'mr', 'hyde', 'robert', 'louis', 'stevenson', 'part', 'thebarnes', 'noble', 'classics', 'series', 'offers', 'quality', 'editions', 'affordable', 'prices', 'student', 'general', 'reader', 'including', 'new', 'scholarship', 'thoughtful', 'design', 'pages', 'carefully', 'crafted', 'extras', 'remarkable', 'features', 'barnes', 'noble', 'classics', 'new', 'introductions', 'commissioned', 'today', 'top', 'writers', 'scholars', 'biographies', 'authors', 'chronologies', 'contemporary', 'historical', 'biographical', 'cultural', 'events', 'footnotes', 'endnotes', 'selective', 'discussions', 'imitations', 'parodies', 'poems', 'books', 'plays', 'paintings', 'operas', 'statuary', 'films', 'inspired', 'work', 'comments', 'famous', 'authors', 'study', 'questions', 'challenge', 'reader', 'viewpoints', 'expectations', 'bibliographies', 'reading', 'indices', 'glossaries', 'appropriate', 'editions', 'beautifully', 'designed', 'printed', 'superior', 'specifications', 'include', 'illustrations', 'historical', 'interest', 'barnes', 'noble', 'classics', 'pulls', 'together', 'constellation', 'influences', 'biographical', 'historical', 'literary', 'enrich', 'reader', 'understanding', 'enduring', 'works', 'idealistic', 'young', 'scientist', 'henry', 'jekyll', 'struggles', 'unlock', 'secrets', 'soul', 'testing', 'chemicals', 'lab', 'drinks', 'mixture', 'hopes', 'isolate', 'eliminate', 'human', 'evil', 'instead', 'unleashes', 'dark', 'forces', 'within', 'transforming', 'hideous', 'murderous', 'mr', 'hyde', 'strange', 'case', 'dr', 'jekyll', 'mr', 'hyde', 'dramatically', 'brings', 'life', 'science', 'fiction', 'case', 'study', 'nature', 'good', 'evil', 'duality', 'exist', 'within', 'one', 'person', 'resonant', 'psychological', 'perception', 'ethical', 'insight', 'book', 'literary', 'roots', 'dostoevsky', 'double', 'crime', 'punishment', 'today', 'stevenson', 'novella', 'recognized', 'incisive', 'study', 'victorian', 'morality', 'sexual', 'repression', 'well', 'great', 'thriller', 'collection', 'also', 'includes', 'author', 'grimmest', 'short', 'fiction', 'lodging', 'night', 'suicide', 'club', 'thrawn', 'janet', 'body', 'snatcher', 'markheim', 'jenny', 'davidson', 'assistant', 'professor', 'eighteenth', 'century', 'literature', 'culture', 'department', 'english', 'comparative', 'literature', 'columbia', 'university', 'novel', 'heredity', 'appeared', 'soft', 'skull', 'press']"
537,0452282195,The Bluest Eye,Toni Morrison,Plume Books,2000,Fiction,story pecola breedlove profiles eleven year old black girl growing america values blue eyed blondes tragedy results longing accepted,http://images.amazon.com/images/P/0452282195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg,"['story', 'pecola', 'breedlove', 'profiles', 'eleven', 'year', 'old', 'black', 'girl', 'growing', 'america', 'values', 'blue', 'eyed', 'blondes', 'tragedy', 'results', 'longing', 'accepted']"
538,044900483X,Children of God (Ballantine Readers Circle),Mary Doria Russell,Ballantine Books,1999,Fiction,priest named emilio sandoz embarks quest demystify god providence leads question possibility faith,http://images.amazon.com/images/P/044900483X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044900483X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044900483X.01.LZZZZZZZ.jpg,"['priest', 'named', 'emilio', 'sandoz', 'embarks', 'quest', 'demystify', 'god', 'providence', 'leads', 'question', 'possibility', 'faith']"
539,0312194390,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers : A Novel",Margaret George,St. Martin's Press,1998,Fiction,autobiography henry viii magnificent historical novel established margaret george career evocatively written first person henry viii private journals novel product fifteen years meticulous research five handwritten drafts much written mighty egotistical henry viii man dismantled church would grant divorce wanted married six women beheaded two executed friend thomas sacked monasteries longed son neglected daughters mary elizabeth finally grew fat disease ridden dissolute magnificent work storytelling imagination margaret george bring us henry viii story might told memoirs interspersed irreverent comments jester confident somers brilliantly combining history wit dramatic narrative extraordinary grasp pleasures perils power monumental novel shows us henry man vividly ever seen,http://images.amazon.com/images/P/0312194390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312194390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312194390.01.LZZZZZZZ.jpg,"['autobiography', 'henry', 'viii', 'magnificent', 'historical', 'novel', 'established', 'margaret', 'george', 'career', 'evocatively', 'written', 'first', 'person', 'henry', 'viii', 'private', 'journals', 'novel', 'product', 'fifteen', 'years', 'meticulous', 'research', 'five', 'handwritten', 'drafts', 'much', 'written', 'mighty', 'egotistical', 'henry', 'viii', 'man', 'dismantled', 'church', 'would', 'grant', 'divorce', 'wanted', 'married', 'six', 'women', 'beheaded', 'two', 'executed', 'friend', 'thomas', 'sacked', 'monasteries', 'longed', 'son', 'neglected', 'daughters', 'mary', 'elizabeth', 'finally', 'grew', 'fat', 'disease', 'ridden', 'dissolute', 'magnificent', 'work', 'storytelling', 'imagination', 'margaret', 'george', 'bring', 'us', 'henry', 'viii', 'story', 'might', 'told', 'memoirs', 'interspersed', 'irreverent', 'comments', 'jester', 'confident', 'somers', 'brilliantly', 'combining', 'history', 'wit', 'dramatic', 'narrative', 'extraordinary', 'grasp', 'pleasures', 'perils', 'power', 'monumental', 'novel', 'shows', 'us', 'henry', 'man', 'vividly', 'ever', 'seen']"
540,0800871863,Silence,Shusaku Endo,Parkwest Publications,1980,Fiction,sustained dreams glorious martyrdom seventeenth century purtuguese missionary japan administers outlawed christians japanese authorities capture force watch torture followers promising stop renounce christ,http://images.amazon.com/images/P/0800871863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800871863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800871863.01.LZZZZZZZ.jpg,"['sustained', 'dreams', 'glorious', 'martyrdom', 'seventeenth', 'century', 'purtuguese', 'missionary', 'japan', 'administers', 'outlawed', 'christians', 'japanese', 'authorities', 'capture', 'force', 'watch', 'torture', 'followers', 'promising', 'stop', 'renounce', 'christ']"
541,0394832205,Juniper,MONICA FURLONG,Random House Books for Young Readers,2004,Occult fiction,apprenticed witch woman juniper young girl struggles save family evil machinations power hungry aunt meroot prequel wise child,http://images.amazon.com/images/P/0394832205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394832205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394832205.01.LZZZZZZZ.jpg,"['apprenticed', 'witch', 'woman', 'juniper', 'young', 'girl', 'struggles', 'save', 'family', 'evil', 'machinations', 'power', 'hungry', 'aunt', 'meroot', 'prequel', 'wise', 'child']"
542,038071082X,The Grass Crown,Colleen McCullough,Avon,1992,Fiction,lives ancient rome men general gaius marius rival lucius cornelius sulla unfold amid republican rome struggle world treachery barbarism,http://images.amazon.com/images/P/038071082X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038071082X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038071082X.01.LZZZZZZZ.jpg,"['lives', 'ancient', 'rome', 'men', 'general', 'gaius', 'marius', 'rival', 'lucius', 'cornelius', 'sulla', 'unfold', 'amid', 'republican', 'rome', 'struggle', 'world', 'treachery', 'barbarism']"
543,0590876120,The Littles and Their Amazing New Friend (Littles),John Peterson,Scholastic,1999,Juvenile Fiction,hill big valley littles make discovery changes world tiny people living forest,http://images.amazon.com/images/P/0590876120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590876120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590876120.01.LZZZZZZZ.jpg,"['hill', 'big', 'valley', 'littles', 'make', 'discovery', 'changes', 'world', 'tiny', 'people', 'living', 'forest']"
544,0345435257,"Angel Fire East (The Word and the Void Trilogy, Book 3)",Terry Brooks,Del Rey Books,2000,Fiction,john ross continues battle demonic forces void hopewell illinois becomes scene epic showdown ross races time protect rare gypsy morph legions darkness reissue,http://images.amazon.com/images/P/0345435257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435257.01.LZZZZZZZ.jpg,"['john', 'ross', 'continues', 'battle', 'demonic', 'forces', 'void', 'hopewell', 'illinois', 'becomes', 'scene', 'epic', 'showdown', 'ross', 'races', 'time', 'protect', 'rare', 'gypsy', 'morph', 'legions', 'darkness', 'reissue']"
545,0783502508,Soups (Williams-Sonoma Kitchen Library),Norman Kolpas,Time-Life Books,1993,Cooking,offers variety recipes hot cold soups featuring vegetables fruit poultry meat seafood includes tips kitchen equipment making basic stocks adding flavorful garnishes,http://images.amazon.com/images/P/0783502508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0783502508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0783502508.01.LZZZZZZZ.jpg,"['offers', 'variety', 'recipes', 'hot', 'cold', 'soups', 'featuring', 'vegetables', 'fruit', 'poultry', 'meat', 'seafood', 'includes', 'tips', 'kitchen', 'equipment', 'making', 'basic', 'stocks', 'adding', 'flavorful', 'garnishes']"
546,0316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar,"Little, Brown",2002,Young Adult Fiction,wickedly funny first book new york times bestselling series inspired original hit cw show new series coming hbo max spring launch season alongside hit series pretty little liars friends welcome new york city upper east side friends live go school play sleep sometimes back boarding school careful going win teachers wear dress fit steal boyfriends hearts basically ruin lives major way watching closely know love gossip girl,http://images.amazon.com/images/P/0316910333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.LZZZZZZZ.jpg,"['wickedly', 'funny', 'first', 'book', 'new', 'york', 'times', 'bestselling', 'series', 'inspired', 'original', 'hit', 'cw', 'show', 'new', 'series', 'coming', 'hbo', 'max', 'spring', 'launch', 'season', 'alongside', 'hit', 'series', 'pretty', 'little', 'liars', 'friends', 'welcome', 'new', 'york', 'city', 'upper', 'east', 'side', 'friends', 'live', 'go', 'school', 'play', 'sleep', 'sometimes', 'back', 'boarding', 'school', 'careful', 'going', 'win', 'teachers', 'wear', 'dress', 'fit', 'steal', 'boyfriends', 'hearts', 'basically', 'ruin', 'lives', 'major', 'way', 'watching', 'closely', 'know', 'love', 'gossip', 'girl']"
547,0385492243,An Invisible Sign of My Own,Aimee Bender,Anchor Books/Doubleday,2001,Fiction,mona gray young second grade teacher orders universe tidy numbers finds chaos romance odd new math teacher first novel reprint first printing,http://images.amazon.com/images/P/0385492243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492243.01.LZZZZZZZ.jpg,"['mona', 'gray', 'young', 'second', 'grade', 'teacher', 'orders', 'universe', 'tidy', 'numbers', 'finds', 'chaos', 'romance', 'odd', 'new', 'math', 'teacher', 'first', 'novel', 'reprint', 'first', 'printing']"
548,0373250215,Burning The Map,Laura Caldwell,Red Dress Ink,2002,Fiction,twenty six year old casey evers life perfectly mapped joins two best friends illuminating trip rome greece unexpectedly embarks journey self discovery causes question life long term relationship boyfriend john original,http://images.amazon.com/images/P/0373250215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.LZZZZZZZ.jpg,"['twenty', 'six', 'year', 'old', 'casey', 'evers', 'life', 'perfectly', 'mapped', 'joins', 'two', 'best', 'friends', 'illuminating', 'trip', 'rome', 'greece', 'unexpectedly', 'embarks', 'journey', 'self', 'discovery', 'causes', 'question', 'life', 'long', 'term', 'relationship', 'boyfriend', 'john', 'original']"
549,0449005577,Catching Alice,Clare Naylor,Ballantine Books,2000,Fiction,discouraged simultaneous loss job apartment boyfriend twentysomething alice lewis accepts offer american girlfriend tash move los angeles take job glamorous pr firm soon discovers pursued mystery man crossed atlantic woo reissue,http://images.amazon.com/images/P/0449005577.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449005577.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449005577.01.LZZZZZZZ.jpg,"['discouraged', 'simultaneous', 'loss', 'job', 'apartment', 'boyfriend', 'twentysomething', 'alice', 'lewis', 'accepts', 'offer', 'american', 'girlfriend', 'tash', 'move', 'los', 'angeles', 'take', 'job', 'glamorous', 'pr', 'firm', 'soon', 'discovers', 'pursued', 'mystery', 'man', 'crossed', 'atlantic', 'woo', 'reissue']"
550,0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,Anchor Books/Doubleday,2002,Fiction,recounts happens citizens island must rely ingenuity communicate increasingly limited language goverment progressively bans letters alphabet,http://images.amazon.com/images/P/0385722435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.LZZZZZZZ.jpg,"['recounts', 'happens', 'citizens', 'island', 'must', 'rely', 'ingenuity', 'communicate', 'increasingly', 'limited', 'language', 'goverment', 'progressively', 'bans', 'letters', 'alphabet']"
551,0671025708,The Last Dance,Ed McBain,Pocket,2000,Fiction,city get anything done price want someone eyeglasses smashed cost subway token want fingernails pulled legs broken want hurt bad invalid whole life want killed let talk someone done hanging death nondescript old man shabby little apartment meager section th precinct nothing much city especially detectives carella meyer everyone story old man story stood make people lot money story takes carella meyer brown weeks search isola seedy strip clubs bright lights theater district discover upcoming musical ties mysterious drug killer stays last dance,http://images.amazon.com/images/P/0671025708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671025708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671025708.01.LZZZZZZZ.jpg,"['city', 'get', 'anything', 'done', 'price', 'want', 'someone', 'eyeglasses', 'smashed', 'cost', 'subway', 'token', 'want', 'fingernails', 'pulled', 'legs', 'broken', 'want', 'hurt', 'bad', 'invalid', 'whole', 'life', 'want', 'killed', 'let', 'talk', 'someone', 'done', 'hanging', 'death', 'nondescript', 'old', 'man', 'shabby', 'little', 'apartment', 'meager', 'section', 'th', 'precinct', 'nothing', 'much', 'city', 'especially', 'detectives', 'carella', 'meyer', 'everyone', 'story', 'old', 'man', 'story', 'stood', 'make', 'people', 'lot', 'money', 'story', 'takes', 'carella', 'meyer', 'brown', 'weeks', 'search', 'isola', 'seedy', 'strip', 'clubs', 'bright', 'lights', 'theater', 'district', 'discover', 'upcoming', 'musical', 'ties', 'mysterious', 'drug', 'killer', 'stays', 'last', 'dance']"
552,0446607207,Tell Me Your Dreams,Sidney Sheldon,Warner Vision,1999,Fiction,computer whiz ashley patterson convinced stalked coworker toni prescott penchant internet dating little time anyone else alette peters prefers quiet weekends arms beefcake artist know virtually nothing three women linked murder investigation lead one bizarre trials century,http://images.amazon.com/images/P/0446607207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.LZZZZZZZ.jpg,"['computer', 'whiz', 'ashley', 'patterson', 'convinced', 'stalked', 'coworker', 'toni', 'prescott', 'penchant', 'internet', 'dating', 'little', 'time', 'anyone', 'else', 'alette', 'peters', 'prefers', 'quiet', 'weekends', 'arms', 'beefcake', 'artist', 'know', 'virtually', 'nothing', 'three', 'women', 'linked', 'murder', 'investigation', 'lead', 'one', 'bizarre', 'trials', 'century']"
553,0679723692,Cathedral (Vintage Contemporaries (Paperback)),Raymond Carver,Vintage Books USA,1989,Fiction,twelve stories deal loneliness loss tragic banality everyday life redemption,http://images.amazon.com/images/P/0679723692.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723692.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723692.01.LZZZZZZZ.jpg,"['twelve', 'stories', 'deal', 'loneliness', 'loss', 'tragic', 'banality', 'everyday', 'life', 'redemption']"
554,0156907399,To the Lighthouse,Virginia Woolf,Harvest Books,1989,Fiction,english family complex lives followed picked ten year hiatus order explore effects time,http://images.amazon.com/images/P/0156907399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156907399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156907399.01.LZZZZZZZ.jpg,"['english', 'family', 'complex', 'lives', 'followed', 'picked', 'ten', 'year', 'hiatus', 'order', 'explore', 'effects', 'time']"
555,0679723056,What We Talk About When We Talk About Love: Stories (Vintage Contemporaries),Raymond Carver,Vintage Books USA,1989,Fiction,stories feature men women without education insight prospects ironically unimaginative ever give,http://images.amazon.com/images/P/0679723056.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723056.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723056.01.LZZZZZZZ.jpg,"['stories', 'feature', 'men', 'women', 'without', 'education', 'insight', 'prospects', 'ironically', 'unimaginative', 'ever', 'give']"
